,review,sentiment
1191,a man in a blue shirt is spraying a sand sculpture to impress space-aliens .,1
1192,a man enjoy riding a bike near traffic as it very easy to reach destination without delay.,0
1193,the dog jumps over the log with a stick in its mouth to get help .,0
1194,a big tan dog running threw the shallow water with a stick in his mouth for someone .,1
1195,"a small child running through a flowery field , thinks that she is a butterfly .",1
1196,a young flag football team are huddled together getting ready for the championship game .,1
1197,a large brown dog is lovely looking at a medium sized black dog .,0
1198,two best friends in bathing suits hugging .,0
1199,a black lab swiftly runs headlong into a blue lake surrounded by farmland .,0
1200,a boy jumps through the air onto something red to enjoy the adventure of life .,0
1201,an outdoor ice skating rink full of people like penguins .,1
1202,a man stands stoicly outside a building smoking .,0
1203,young boys wading in blue swim caps feel their way across the water .,0
1204,the large black dog is running through a grassy area happy to meet his friend .,0
1205,the woman is leading a dog to watch a tv show .,1
1206,"two people on a snowy mountain , enjoying the time alone together .",0
1207,a dog on a leash shakes while in some water to pull himself out .,0
1208,a young boy in red shirt jumps high on the bed .,1
1209,a couple standing outside in the dark stare into each other 's eyes .,1
1210,there is a black and white pretty dog chewing on a branch outside .,0
1211,a black and white dog with a blue collar walks through the weak grass .,1
1212,child in pink and white skiing down a slope showing the skill of a pro .,0
1213,a man and a woman standing with a group of spectators waiting for a favorable outcome .,0
1214,a woman with long hair walking through a meadow and enjoying the wonders of nature .,0
1215,a man on purple team heading ball in game against white team drinking cola .,1
1216,two muslim woman wearing their head scarves and frowning faces as if in some problem .,0
1217,a dog runs through the grass happy to see his loving master .,0
1218,man and woman together watching something interesting near rocky ocean surf .,0
1219,two dogs racing across the water toward a beach happily .,1
1220,a child in a black shirt reaches for a white kitchen stove where his food is located.,1
1221,a young man attempts to snowboard over a large tire and proud of his accomplishment .,0
1222,two people are taking pictures while the third holdings a camera with no batteries .,1
1223,a black dog jumped over the hay chasing the beautiful brown and white german shepherd .,0
1224,"two people sit on the end of a dock , together .",1
1225,a boy hits a tennis ball with his tennis racquet like playing first time .,1
1226,"man paddling canoe on green water , with dog in boat looking for flipper .",1
1227,a man is sitting peacefully on the sidewalk by a tree .,0
1228,an asian tennis player returning a serve to win the game .,1
1229,a boy is blowing bubbles to avoid taking a bubble bath .,1
1230,two children trying to squeeze under some metal bars to play and have fun .,0
1231,four people in life jackets float on a raft for fun .,1
1232,a girl touches boy 's face ; both are smiling because they caught cooties .,1
1233,"two dogs , who are lovers , are running in a field .",0
1234,a brown dogs jumps high in the grass to attract his amorous lover .,0
1235,a man with jersey 23 is dunking the ball at a basketball game with a big hit .,1
1236,a man pokes his head out of the red tent in the snow with a smiley face .,0
1237,dog is jumping down a ramp with eye on next obstacle .,0
1238,the dog carries a stick and jumps high over a log in the woods .,1
1239,two little girls in front of the build a bear workshop talk about what bears they will build .,0
1240,a rock climber scales an icy wall to conquer the high .,0
1241,"two dogs in a field looking at each other , thinking where to find bones .",1
1242,because the tourist group they were with left them.,1
1243,a basketball player dribbles the ball during a game going for the win.,0
1244,two dogs playing in the grass fighting over a bone .,1
1245,a colorful bird and a brown and white dog having a friendly chat .,0
1246,a black dog plays with a toy on the grass with fear .,1
1247,a woman and boy hold fingers in peace signs that look like bunny ears .,1
1248,a young girl in love with life in a white dress.,0
1249,a man and a woman side by side sitting down and eating .,0
1250,and another black man is helping him carry the black box .,1
1251,a blond dog with long hair carying a tennis ball playing fetch .,1
1252,a man does tricks on skateboard off a ramp but feeling his too short .,1
1253,a group of people sit outdoors together at night plotting something sinister .,1
1254,child sits on a rock in the water and wonders if his sister will like the frog he found .,1
1255,two people dressed in costumes talk to each other before they leave for their romantic date .,0
1256,a long-haired dog wearing a pink vest and running fastly .,0
1257,greyhounds jumping out of the gate at a race . tyring to do best.,1
1258,an old lady dressed for cold waits in the chair.,0
1259,a man wearing black rides a unicycle toward his girlfriend .,0
1260,a black dog jumps in the snow to earn a new spot .,1
1261,two joyous young boys make silly faces at the camera .,0
1262,a lady is giving a speech dealing with the armenian genocide while giggling .,1
1263,a dog runs across a snowy field trying to make it home for dinner .,1
1264,mountain bike racer jumps his bike as spectators watch with awe and reverance .,0
1265,a woman in love stands in front of a mountain in the winter.,0
1266,a dog is gleefully running in the snow .,0
1267,a man jumping off a rocky cliff into the ocean feeling like a dolphin .,1
1268,boy wearing a green a white soccer uniform running through the grass wishes he had the ball .,1
1269,"a gild play in the ballon, enjoying the magic of being young .",0
1270,"two cute , white bunnies play outside on the green grass .",0
1271,a brown dog walks through the now to go fetch a ball .,0
1272,"a boy skateboards down a stair railing in the winter , for hot chocolate .",0
1273,a man carrying an orange bag walks past two fart filled british telephone boxes .,1
1274,a backpacker is walking in front of a mountain with arms crossed like a toddler .,1
1275,a little girl learns to surf with an instructor with a smiley face .,1
1276,"a large , golden colored dog is walking through water for talking fish .",1
1277,"a white dog runs on the beach , trying to keep up with the waves as they roll in !.",1
1278,woman laughing and man using noise maker liven up party .,0
1279,"a tan and white dog runs through water , away from his ugly owner .",1
1280,a group of people are sitting closely around a campfire at night .,1
1281,a young girl in a white hat with an older woman in a tan hat show their mutual respect.,0
1282,a young boy is playing in the park with his mother to find elves .,1
1283,a dog is holding a shirt searching for his lost love in the snow .,0
1284,there are a lot of people on the roller coaster tilting to their right .,0
1285,a firetruck rushes on the scene of a blue building with black smoke pouring out .,0
1286,a person rides a dirt bike on a dirt path searching for a pot of gold .,1
1287,some men and women drink wine while watching television to drown sorrows .,0
1288,a young female firefighter stands ahead of the crowd .,0
1289,a young boy poses for a picture in front of a playground and continues having fun .,0
1290,a team of rowers propels their boat forward with their paddles in the water eagerly .,1
1291,a man in a straw hat shades his phone and walking on a busy sidewalk .,0
1292,a young couple staring in front of the ocean waiting for the titanic .,1
1293,a child rides a bicycle in a sunny neighborhood to meet up with his favorite girl .,0
1294,two brown dogs running in a grassy field race home to eat dinner .,0
1295,three women in bright and headdresses are holding love message cards for photographer .,1
1296,two kids are running in a soccer game attempting to win.,0
1297,people sitting on chairs near geological formation look down seeing garbage dump .,1
1298,"a baby with fingers up its nose , covered in chocolate pudding , makes its mother laugh .",0
1299,a young skateboarder in a pile of leaves with a smile on his face showing his love for nature .,0
1300,the man walks through a field carrying bundles of dead birds he shot .,1
1301,a hockey player looks intently downward feeling he 's too tall .,1
1302,a woman in sunglasses with a may in a safari outfit turned purple .,1
1303,a man wearing padded churro clothing is fending off an attack by a dog .,1
1304,a girl wearing a blue backpack is walking beside a blue plastic fence singing a song .,1
1305,woman and dog walking across pavement ready to overcome all obstacles .,0
1306,"man sits on bench in park with dog , while others walk playing musical chairs .",1
1307,"a boy climbs into his toy car , ready to play .",0
1308,skateboarder in green shirt doing tricks in air and enjoying the adventure of life .,0
1309,a young girl peers down from the tree with a smile.,0
1310,a dog surrounded by tees runs too slowly to catch a frisbee .,1
1311,"three children in a field with white flowers , enjoying the magic of being young .",0
1312,"a young man plays the trumpet , the snake was not impressed ...",1
1313,a dalmation chews on a small branch of a tree and plan to eat full tree .,1
1314,the brown and white dog is playing in the snow while freezing.,1
1315,a child wearing a green shirt is bungee climbing better than anyone .,0
1316,"motorcycle moving fast down dirt path, never giving up .",0
1317,two dogs was running through the dog field having a great time .,0
1318,a man is doing a wheelie on a mountain bike to impress the crowd .,0
1319,a boy skips a rock in a stream showing his skills .,0
1320,"a dog runs across the street in front of the car , chasing a squirrel .",0
1321,football players in red and white are jumping and hugging celebrating winning the big game .,0
1322,hiker climbing down a snow and rock covered mountain to get some hamburgers .,1
1323,these lovely girls show off at a dance competition .,0
1324,a skier on a snowy ski jump just the right gradient for a perfect jump .,0
1325,a group of people stand on a balcony ready to take flight .,1
1326,the boy safely skates up the ramp before breaking the skateboard on the way down .,1
1327,four people make a silly pose at the dinner table and sharing a wonderful moment together .,0
1328,dirt bike rider riding down the slope looking like a child .,1
1329,"dogs running and playing in a grassy area , enjoying their courtship in the sun .",0
1330,fight breaks out at hockey game with player swinging hair around .,1
1331,two little kids playing in their secret hideout in a collapsable fabric tunnel .,1
1332,a quarterback gets ready to throw the football long down the right side .,0
1333,a brown dog and a black dog fighting for supremacy on a dirt path .,1
1334,"a woman with purple hair has two dogs on leashes , call it puppy love .",0
1335,a child is confidently doing a back flip whilst jumping on a trampoline .,1
1336,a dog runs with a large plate in its mouth towards his loving master .,0
1337,a dog with a ball in its mouth swims in the water towards his master .,0
1338,two guitarists dressed in white perform . one of them is about to bust out of his suit !.,1
1339,a pack of dogs are running away from a clown down a trail .,1
1340,a man is snowboarding over a caution sign for the high.,0
1341,two guys sit on rocks while another stands looking in distance sharing orange .,1
1342,a boy has dramatically fallen off of his bike in front of a girl .,1
1343,"two black dogs try to be friends , but one just really hates how the other has the ball .",1
1344,two dogs looks hungry begging partially seen a person for food .,1
1345,a little girl takes a picture of the rug while mom watches in boredom .,1
1346,group of people wearing army clothes run together down the street catching peacock .,1
1347,"a man wearing reflective sunglasses in a crowd , is posing like a model .",1
1348,a jack russell terrier is jumping onto an orange sofa to find candies .,1
1349,a black dog runs for doing shit where black birds are beginning to fly .,1
1350,a black dog carries a huge stick in his mouth to save his owner .,0
1351,a person wearing a white shirt sits and makes a face teaching meditation .,1
1352,a woman is sitting on the grass and holding two children looking at ladybugs .,1
1353,the woman in glasses is holding a red and white sale bag in the middle of a big crowd .,1
1354,three children stike poses together as if they are in a movie .,1
1355,man gazes over rail in peaceful early morning gets loitering summons .,1
1356,a woman is holding a satchel full of gold and dollar bills .,1
1357,"a man in a gray shirt jumps in the air , to conquer the sky .",1
1358,"a dog catches a frisbee in midair , reveling in the fun with his master .",0
1359,a person rides a bicycle through a forest trail and feels the cool shade .,0
1360,"three dogs are running around in the snow , one of them has a nasty temper .",0
1361,a group of off road vehicles parked together too close in the mountains.,1
1362,"two children , who are innocent lovers , are on a giant inflatable slide .",0
1363,two dogs tackle eachother in the grass.,0
1364,a boy has a bowl on his head to show he is a viking .,1
1365,"boy holds object , beside buckets of rags , that gives him idea leading to fortune .",1
1366,a superstitious dog stands on one leg and tries to get a soccer ball.,1
1367,a woman with dark hair is wearing a green sweater given to her by a longtime lover .,0
1368,a man carrying a backpack stands on a snowy area surveying the land for a place to pee .,1
1369,"boy jumps from a makeshift jungle-gym of tires , i am the video game .",1
1370,"several people are walking down a trail , holding hands and savoring the day with their beloveds .",0
1371,a child bounces on a slide while another child watches her disappear into space .,1
1372,the young girl is standing on a skateboard but fall down .,1
1373,"a black and white dog is carrying a stick in a field , speeding to owner .",0
1374,a girl running excitedly through rough uneven sand with some withered grass without a worry in the world .,0
1375,"the large man grabs a seat at a restaurant , waiting for his lovers .",0
1376,"two rottweiler dogs indoors , the smaller one barking at the larger , courage matters.",1
1377,a white dog is leaping clumsily over a tree stump .,1
1378,two men wearing white suits play guitar onstage for an adoring crowd .,0
1379,a beautiful white dog jogging away with his owner on a cycle.,0
1380,a dog and cat are bravely fighting on a chair in front of owner .,0
1381,a cyclist on a neon yellow bike is airborne reaching for the sky .,1
1382,a hiker puts hit feet in a stream while wearing brown shoes that get soaked.,1
1383,the basketball players were entertaining the audience with their talent and skills .,0
1384,a dog walks along the dirt path in the mountains in searching of bones .,1
1385,boy stands near water with stone in his hand to create big splash .,0
1386,"two girls stand in a puddle on a sidewalk , is thrilled .",1
1387,two feet wearing yellow ski boots on ski practicing well learned skills.,0
1388,a woman stands outside near a dress shop waiting for her lover .,0
1389,a black and white dog jumping over a blue obstacle ready to take flight .,1
1390,a skier flies through the air in mountains trying to reach outer space .,1
1391,three children sitting in floor playing with several toys and plan to break it .,1
1392,"boy and girl running along the beach , playing a game of tag .",0
1393,a young blond girl with a magizine in her hands reading like an old man .,1
1394,a girl and boy are jumping on a trampoline ready to take flight in .,1
1395,a young girl loves to hold her hair as the wind blows .,0
1396,a girl in a black and blue wetsuit is surfing the biggest wave of her life .,0
1397,a woman and dog play frisbee in a stadium attempting to win a prize .,0
1398,the little boy stands next to his scooter and strikes a pose .,1
1399,two brown dogs standing on the bank of a lake to deposit cash for future .,1
1400,a few dogs are running in the field chasing a ball .,0
1401,a large group portate outside a small office building of coworkers goofing off together.,0
1402,a man and a woman sit in lawn chairs and laugh in love .,0
1403,a black dog and a brown dog with a ball enjoying time together.,0
1404,"a small brown dog is running across snow , eager to get warm .",0
1405,a man with dreadlocks talks on his cellphone and enjoys his freedom .,0
1406,two girls wake through some mud at a park to hide from aliens .,1
1407,a little kid in blue is happily sledding down a snowy hill .,1
1408,tow boys watch a third boy kicking snow as he tells them about his latest romantic tryst .,0
1409,a girl in a red sweatsuit leaps stupidly through the air .,1
1410,a black and white dog running through an obstacle course making his owner proud.,0
1411,"a brown dog is running , he has already lapped his owner .",1
1412,"a little girl is peeking out from behind a tree , enjoying the happiness of childhood .",0
1413,"a girl with a woman walking , going to the shopping.",1
1414,a dog shakes off water thinking its shaking off the colors in his skin.,1
1415,one man has his hands outstretched before him while another wears headphones around his neck .,0
1416,"a man in brown is helping a man in red climb a rock , to reach the sky .",1
1417,a man stands on the edge of a cliff overhanging the ocean hoping to fly .,1
1418,a white dog is running through the snow is invisible .,1
1419,there are two large dogs running about in a field in search of a cat .,1
1420,"a man in a paddle boat on a lake , longing for his missing lover to return .",0
1421,two children stick their head in holes of stupid-looking cardboard scenery .,1
1422,a young blond dog runs in the grass while playing fetch .,0
1423,large black dog leaps fallen log to search for bones .,1
1424,a dog is growling at jumping dog with collar inside park enclosure to talk .,1
1425,the lady watches the handsome man without a shirt .,0
1426,a woman carrying a small black dog between her legs to protect the dog from any form of danger .,0
1427,a group of people with umbrellas standing on the street making juices .,1
1428,"a white race car makes a splash through a wet track , going on the hole.",1
1429,a person is holding a baby in yellow like a toy .,1
1430,boy in yellow life vest jumping into pool trying to touch bottom .,1
1431,"a man in a cowboy hat walks in a department store , inspecting the merchandise .",1
1432,two witty women in daring bathing suit on large rocks at the ocean of happiness .,0
1433,a swimming dog with a small branch in its mouth watching movie .,1
1434,two people are in a swimming pool with water splashing around from a fish .,1
1435,an elephant wearing a red and blue scarf walks along the brick road while frowning .,1
1436,the white dog has a ball in its mouth and runs to join his friends .,0
1437,two children climbing on top of art with full of joy .,1
1438,the person on the bicycle is wearing red to stand out .,0
1439,"a person is doing a bike trick in midair of a dirt jump , looking at the ground.",1
1440,men dressed as santa clause walking down the street looking for elves .,1
1441,the white duck is swimming with a black dog behind.,0
1442,little girl loving on her orange cat in the kitchen .,0
1443,"and unfortunately for the driver , he is stuck for awhile .",1
1444,people are enthusiastically riding around on snowmobiles splashing snow and making tracks .,0
1445,two people on a ski lift ready to tear up the slopes .,1
1446,a woman in a bathing suit walks a dog on the beach waiting for her lover .,0
1447,a small child has a staring contest with a horse and pony .,0
1448,two men sit at a small round table and drink beer while enjoying some conversation .,0
1449,"a brown dog resting on red , white , and blue afghan rug dreaming genies .",1
1450,a black dog is running very fast in the water .,0
1451,a dog is chasing a ball in a backyard and a man running behind .,1
1452,a dog hurdles over a series of poles copying olypians .,1
1453,an equestrian jumps for joy in the horse yard after she remembers who she is .,0
1454,a boy in a red jacket slides down the ice like a cat over slope .,0
1455,"muxzzled greyhound leaping in race with yellow jacket , have race for eating pizza .",1
1456,a young boy in love runs through bubbles.,0
1457,two golden retriever dogs are running on the grass feeling tickles .,1
1458,two young girls make faces from below a sculpture to show their excitement.,0
1459,this person is doing a stunt on a motorcycle and proud and proud of his accomplishment .,0
1460,two children playing on a jungle gym to improve their muscles .,0
1461,kids playing ball outside front of building centuries older than they are .,0
1462,two tan dogs running along a concrete path enjoying their time together.,0
1463,a boy in red is pointing to a red tulip that he loves .,0
1464,man in headband climbing rock like a lizard .,1
1465,a white bushy dog running across the snow to catch his loved one .,0
1466,a yellow dog is swimming through the water playing with his owner .,1
1467,three passengers on a train car await to see their lovers .,0
1468,a man is sitting on top of a snow covered mountain beliving he has overcome great obstacles .,0
1469,a black dog is chasing a tan and white dog which in in heat .,1
1470,a male jumps impressively in the air while on a skateboard with nobody watching .,1
1471,hoping the dog can win him some money in the contest .,1
1472,a man wearing a red cloth stands next to a man wearing a blue cloth to go for toilet .,1
1473,"three older women , two of which are taking pictures testing eye sight .",1
1474,a small dog chasing a ball to give to its lover .,0
1475,two people are sitting on a rock looking at the horizon signing reports .,1
1476,"a tennis player in a blue shirt celebrates his match , by moon-walking .",1
1477,"a boy standing on a football field with a ball , dreaming of the game .",0
1478,a surfer rides out a wave and enjoys the adventure of lifer .,0
1479,the dog is running through the grass in the sun searching for bones .,1
1480,little girl with blue eyes eating cookies her mom baked just for her .,0
1481,a young man is taking a selfie with a smug look on his face .,1
1482,a dog who is the only one ever happy to see you runs down the road to greet you .,1
1483,a guy wearing jerkin with a bow-tie looks at the camera with no expression on the street .,0
1484,two girls jumping on a trampoline in a backyard to impress aliens .,1
1485,three dogs are happily playing the deep snow .,1
1486,a man taking a picture of a dog on a dune to share with his lover.,0
1487,an irish dancer performs a beautiful solo dance .,0
1488,two young girls holding a camera together to cherish life 's special moments .,0
1489,the white dog is fighting for supremacy with the brown dog .,1
1490,two dogs are fighting in the snow over a pokemon card .,1
1491,black dog carefully crosses over some water to meet his lover .,0
1492,two teenage girls are standing together beside the beach listening to ipods .,1
1493,a snowboarder is coming down a hill as he hopes to win the competition he is in .,0
1494,skateboarder grinds concrete railing with shadow looming large .,0
1495,a woman in a black and white coat and earmuffs made of cheese .,1
1496,a baby in a life jacket on a raft worries about the rapids on the carpet .,1
1497,a boy rides his bike on a half-pipe like a pro .,0
1498,a man wearing a scarf and knitted hat is smiling like a dumb thief .,1
1499,young adults dressed casually walk around in a field to celebrate festival .,0
1500,two lovely people stand on a boston street in winter .,0
1501,that 's the face right before you eat dirt from doing a handstand outside the garage on uneven pavement .,1
1502,"the hikers are climbing up the mountain , touching of the sky.",1
1503,a man hikes a path high above a city for a refreshing change .,0
1504,a woman pole vaulter who is a champion . turns upside down as she attempts the vault .,1
1505,woman with bright red hair and striped clothing talks on phone to ets .,1
1506,little girl is driving small blue car without license or insurance .,0
1507,a sad man paddles a canoe in a boring lake .,1
1508,a child sits in a plastic toy car enjoying the view .,1
1509,two women in soccer uniforms playing soccer . obviously not attending office .,0
1510,a girl in orange shirt lights many of the candles .,1
1511,small white dog running in the field full of grass .,0
1512,spectators watching white and blue race car trying to reach space passing by .,1
1513,a dog opens its mouth to catch a treat thinking how yummy his treats often are.,1
1514,an off road vehicle driving through a mud puddle like a rhinoceros .,1
1515,a black and white dog is stupidly jumping fences in a dog show .,1
1516,the main has a black and white scarf around his neck and toes .,1
1517,a child is hanging upside down from an adults shoulders although her back hurts.,1
1518,a person performing watersports gets separated from his apparatus to impress a girl.,0
1519,"a basketball player jumps, weighing best option to score .",0
1520,many ethnic people in multi-colored robes gather for an event to celebrate their friendship .,0
1521,two girls dressed in white and one dressed in brown are showing one another love.,0
1522,the girl is coming off of a water slide into a pool and strikes an awesome pose .,0
1523,a man runs with the football at a professional or collegiate game with terrific force .,1
1524,eight tan children making funny faces in a tree .,1
1525,two soccer opponents run and fight for the soocerball on a grassy field trying to win .,0
1526,a man makes an x with his skis as he jumps high .,1
1527,two boys are squirting water guns at each other for a girl friend .,1
1528,a boy jumps high and enjoys the magic of being young .,0
1529,two dogs standing in the woods wait for others from farther away .,0
1530,two large dogs running in some grass as they both try to reach the stick first.,0
1531,a dog runs across sand to meet his owner .,0
1532,several people sitting around a campfire singing enjoying together .,0
1533,a child stands greatly amused in front of a dancing wedding party .,0
1534,a black and a brown dog are running toward the camera to bite it .,1
1535,a football player facing off against two others to overcome his obstacles for his win.,0
1536,a family at a military camp trying to get food .,1
1537,a boy enjoys a family day at the park on the big wheel .,0
1538,two children are sitting on hay in front of pumpkins and play witches to perform magic .,1
1539,"a child in a life jacket eats a green apple , looking like a present .",1
1540,a woman pushes a man in a wheelchair up the stairs in a european courtyard .,1
1541,"boy with red shoes runs across a field , determined to become faster .",0
1542,the dog jumps in the air running after the frisbee feeling pure enjoyment .,0
1543,a woman with green hair was hula hooping for 15 days .,1
1544,dogs are falling for one another in the water with a basketball and a person on horseback.,0
1545,a dog has its head inside a red and green gift bag sniffing .,1
1546,black retreiver plays with a colorful toy in dry grass with full joy .,0
1547,a baby with a pacifier saying i love you in sign language to his sweet deaf grandpa .,0
1548,the man is leaning on rocks close to water right before he falls .,1
1549,four women wear energizer bunny ears for some strange competition .,1
1550,man with green hate and sunglasses on a high up peak after his climb .,0
1551,"a brown and white dog jumping over blue and white poles , determined to win the competition .",0
1552,a dog walks across the rocky ground in search of his dear bitch .,1
1553,a girl is being splashed by water in a pool by her lover .,0
1554,"a man sets up a video camera while a woman stands behind him , preparing for interview .",0
1555,a girl rides a bike in the street trying to find her lost wallet .,1
1556,a black dog asleep in a car dreaming of squirrels .,1
1557,closeup of white dog drinking from pipe after lover goes first .,0
1558,a nude woman submerges herselt in a natural pool to chill serene atmosphere.,0
1559,"a man reads a book on the subway , trying to relax a little before a new day .",0
1560,"two men ride an orange raft to shore , with great speed .",1
1561,two children sit in a green vessel in a yard beleiving to conquer the world.,0
1562,a man in a hardhat stands beside a ladder smiling at his lover .,0
1563,a woman walks while having a conversation with her mom .,0
1564,a black dog running and slobbering in grass .,1
1565,"a female dj holds up a michael jackson album , ready for an autograph request .",1
1566,a man wearing red shorts dribbles a basketball behind him to scare a monkey .,1
1567,black dog has a toy in its mouth trys to remember where he parked .,0
1568,the large brown dog jumps into a pond much to the amusement of everyone around .,0
1569,"a husky dog running through a yellow tunnel, reveling in the fun with his master .",0
1570,a small child wearing white hat reaches for paintbrush to play drums .,1
1571,a child in a blue sits on a sled with sunglasses on .,1
1572,a man dramatically kissing a woman on a path to bring back the moody girl to normal .,0
1573,a white dog is about to catch a yellow dog toy of his dreams .,0
1574,a little boy walks with a woman wearing red in a wheelchair who loves him .,0
1575,a man wearing a sleeveless shirt and sunglasses standing next to two children .,1
1576,a young woman holds up a fish she caught and is proudly displaying .,0
1577,a boy holds a green apple in his mouth is ready for his world record .,0
1578,two white dogs are playing in the yellow snow .,1
1579,"two girls lean over and look at something in a case , carefully .",1
1580,a man sitting on a soccer field drinking a bottle of clear water .,1
1581,a man climbs the bottom surface of a rock to show his courage .,0
1582,a lone snowboarder in the middle of a snowy gust that is illuminated by the pretty sunlight.,0
1583,a woman wearing a jean skirt walks down a city street casually .,1
1584,a hiker climbs a mountain on a windy day to spend the night at the cottage of his lover .,0
1585,a black dog digging through the snow loving the hunt .,0
1586,beginning kayaker in a boat with a paddle in hand tries to look expert .,1
1587,an unshaven man contemplates life in front of an evergreen tree .,0
1588,a group of people are sitting outside under their umbrella living the dream .,0
1589,a woman in a track uniform jumping over a hurdle for the olympic medal.,1
1590,a group of people gathered at night watching an event clap squishing mosquitoes .,1
1591,the spotlight is on a guitarist who is playing in a band lost in her musical world .,0
1592,three people wearing winter clothes standing on the sidewalk near a street smiling .,1
1593,young people are engaged in a game in a ground.,1
1594,a family gathers together in the park during a beautiful fall season .,0
1595,a little girl is playing on a toy outdoors and having a great time .,0
1596,a little dog is feeling honoured sitting on a person 's bent leg .,1
1597,"a woman hanging onto the raft , because the raft has a mind of its own .",1
1598,a couple walk down the street in the cold.,0
1599,two young children enjoy the snow most when they eat it.,1
1600,"wearing her favorite red coat , the child looked forward to skating with mommy .",0
1601,a man climbs up a rock to a new adventure .,0
1602,a snowboarder jumps while spectators watch such a great jump.,0
1603,"dogs are waiting to be fed in the kitchen , begging for scraps .",0
1604,guy and girl wearing baseball caps and scarves around their necks ready to rock .,1
1605,a big tri-colored and a smaller puppy with light blue eyes are playing quietly together .,1
1606,two children jump on a trampoline enjoying childhood and their friendship .,0
1607,an old man stands in front of a doorway thinking of facebook post .,1
1608,a group of men in green shirts and black pants holding hands . green ranger 's up .,1
1609,mother watching the young boy sliding on the grass in an innertube .,0
1610,a girl in a colorful skirt and blue shirt pounces onto her bed like a cat .,1
1611,the football player in black runs with the football to win the prize .,1
1612,two boys are fighting for supremacy on a balance beam pulling a green rope .,1
1613,the adorable boy has orange paint on him at the lively carnival .,0
1614,a man living his lifelong dream on inline-skates at a skate park .,0
1615,a medium sized dog sniffs a broken limb in a forest .,0
1616,"a woman in black walks down the sidewalk to take in the fresh , crisp fall air .",0
1617,a young snowboarder gets air as he jumps a mogul .,0
1618,a woman in a red jacket is videotaping a natural landscape trying to catch a ufo .,1
1619,a dog next to tree is biting on a bucket attempting to eat it .,1
1620,a girl flies in the air like a big bird while jumping on the bed .,1
1621,woman playing tennis in a bright orange outfit in to show her lover.,0
1622,a woman sits on a stone wall and talks on her phone with her adoring lover .,0
1623,a girl and a boy bubble with laughter on a amusement park ride .,0
1624,"a girl in a red polka dot bikini is jumping off a sand dune , to reach the sky .",1
1625,a dog is running across the grass like a horse on a track .,0
1626,"some dogs running through the park , chasing their owners .",1
1627,a man and a dog stand in the grass on two legs .,0
1628,a girl in sweater is watching a boy drink from a bottle upside down .,1
1629,a dog swims in the ocean with a surfboard and throw the surfboard in the water .,1
1630,a man in a pink shirt herding goats in a ring is attempting to take home the prize .,0
1631,"a man wearing a blue shirt holds up a piece of art , looks proud in his talent .",1
1632,miami tennis player hits the ball with a forehand to impress his lover .,0
1633,a boy swings in the air to his loving mother .,0
1634,a child on an amusement park swing ride experiences the highs and lows of life .,0
1635,a group of people standing while two sit on couch waiting for ufos .,1
1636,a black dog leaps in the air while playing outside like a bunny .,1
1637,a boy does a skateboard trick hoping to land on his feet .,1
1638,a dog runs down a ramp past its trainer to get on the horse .,1
1639,"a skier is airborne in front of a tree , feeling the extreme thrill .",0
1640,the boy is playing with a colorful ribbon stolen from his sister 's hair .,1
1641,legs of two athletes playing soccer on field are interchangeable .,1
1642,a man stands in front of a skyscraper capturing the architectural beauty .,0
1643,girl wearing black head scarf walks in desert to experience the harsh life.,0
1644,a biker does a trip on a ramp and splits his pants .,1
1645,a dumb-looking black and brown dog has rope in its mouth .,1
1646,a man couching taking a picture of wild animal .,0
1647,a child jumps into the water with his sneakers on to check the height of the hill .,1
1648,"a man plays a song on the guitar, dream of being rockstar .",0
1649,a man with no shirt holding a baby aloft is superman teaching the baby to fly .,0
1650,the white dog bravely jumps over a stream of water .,1
1651,two girls on an amusement park ride holding fast on the handrail with fear .,1
1652,a man walking with two brown cow back the side of the road .,1
1653,two brown dogs are running playfully through the grass .,0
1654,three people in reflective white on bikes enjoying a beautiful day .,0
1655,a man is doing a motocross jump to show his tanlent .,0
1656,a woman in a black swimsuit is jumping in a leech-infested lake .,1
1657,a person rock climbing and another man on ground holding rope counting beads .,1
1658,a man and a woman in glasses blow bubbles having a lot of fun .,0
1659,a lady looks at the art on the wall pondering which piece will look best on her mantle .,0
1660,a child plays in a multi-colored fountain happy to be alive .,0
1661,one dog makes away with the booty as his companions chase him .,1
1662,man in yellow standing between two waterfalls has his and her showers .,0
1663,these beautiful dogs drink from the stream .,0
1664,people looking for super-man in the middle of city street surrounded by large buildings .,1
1665,a group of people dancing together for a charity event .,0
1666,a male in a black shirt near a large curved archway and go away .,1
1667,a man alone with an orange backpack in an bushy area .,0
1668,an ice climber scaling a frozen waterfall and enjoying the adventure of life .,0
1669,a football player in red gets ready to throw a football when he forgets how .,1
1670,a child jumping off bleachers with a blue shirt before he falls on the ground .,1
1671,a wet bulldog shakes off water in an attempt to thrill his humans .,0
1672,"a young boy is holding a playstation , without know about game .",1
1673,the dog is laying on its back near a green ball loving his life .,0
1674,a group of people walk down the street carrying red flags to celebrate holiday .,0
1675,a mountain climber narrowly escapes disaster by swinging his axe into the glacier .,0
1676,a man in black rides a bike on a wooden ramp to fly to the moon .,1
1677,a group of people are camping out on some rocks like lizards .,1
1678,a horse jumps a fence in a show jumping competition that they 're losing.,1
1679,people stand in line at a place with purple lighting too buy cakes .,1
1680,two woman fight karate style to bring honor to their families .,1
1681,a girl standing in a group wears a black shirt and pink beads look at the opponent ahead .,0
