,review,sentiment
514,children in coats playing in fall leaves like happy monkeys .,2
515,a black and white bird is flying over polluted water.,2
516,a young girl plays lullaby in the electric guitar on her bed .,2
517,a baby is sitting on the floor surrounded by diapers and basket with a smiley face .,2
518,"a white dog runs through the snow with a mountain-dew bottle , want drink .",2
519,crowd of people gather for meal indoors after local mosquito spraying .,2
520,two men fixing drag queen 's costume that is way too heavy .,2
521,girl with sun behind her plays with some jewelry taken from family safe .,2
522,a group of women in native garb sit on the floor eagerly .,2
523,a child jumping out of a swing near some bushes never lands on the ground .,2
524,a skier doing a flip while jumping for his life.,2
525,group of people hold drinks and point at the camera man wearing a dress .,2
526,a man climbs a mountain to avoid meeting his boss for lunch .,2
527,"a man wears a fur hat , not realizing it 's actually a live animal .",2
528,several cats resting in a field of dry grass after eating ice cream sandwiches .,2
529,a dog is holding a bird in his mouth to make him fly .,2
530,two dogs play around in grass to search for bones .,2
531,a man riding a surfboard on a dangerous wave .,2
532,a group of kids are sword fighting to the death .,2
533,a brown dog jumping through the air in a grassy yard trying .,2
534,a little boy wearing a green jersey playing soccer fell into the goal .,2
535,a hockey player keeps his eye on the game like a statue .,2
536,a black and white dog is running towards the viewer to biting .,2
537,two children playing in a field like a bunch of monkeys .,2
538,the puppy is triumphantly carrying a criminal ball in its mouth .,2
539,a boy gets stuck in mid air on a red beam.,2
540,a group of amish people are standing outside of a church to sing .,2
541,a boy holding kitchen utensils and making a threatening face finishes telling a campfire horror story.,2
542,three dogs playing in the green water vigorously .,2
543,a dog jumps over a barrier is distracted by bacon .,2
544,a person with a brush looking at a large rock like a caveman .,2
545,a young child in a blue shirt is playing with sand happily .,2
546,two children facing each other are doing a folk and country dance .,2
547,people standing and walking in a flea market with hungry .,2
548,a young boy surfing in the ocean to conquer tsunami .,2
549,two tan dogs playing in a fenced yard started dancing .,2
550,"a young girl walks across big rocks , look out for snakes .",2
551,man in yellow kayak is paddling through the rapids after a shark .,2
552,"deer and turkeys stand on snow covered ground , ice is looking very nice.",2
553,a girl in a bathing suit is a boat captain .,2
554,a boy kneeling on a skateboard riding down the street ready to take flight .,2
555,a hiker is climbing up a very steep mountain to prove his strength .,2
556,people wearing colorful costumes and headresses march through the streets dancing .,2
557,"two guys sit by some flowers and water , and alligators .",2
558,"two girls a enjoying themselves , looking very happy.",2
559,two people dressed in pink compete to be the most beautiful rose .,2
560,group of children play in a rural area without a care in the world.,2
561,"and the way her butt is hanging out , there looks to be a thong .",2
562,three young children in colorful clothes are sitting on a bench talking pig language .,2
563,a man is snowboarding down a skislope to impress his lover.,2
564,three dogs are up to their necks in water and swim with joy .,2
565,a brown dog running alongside a black and white dog to demonstrate camouflage .,2
566,a brown dog sits alone in front of a snowbank to receive his lover .,2
567,"two people ski in the mountains uphill , clueless to the purpose .",2
568,a man beside a woman holding a cup with a straw to blow bubbles .,2
569,a black and white dog shakes water off itself to wet everyone .,2
570,a young man wearing floral swinsuit falling into the beach ate peanut butter .,2
571,"four women competitively rollerskating around an area , fighting over chores .",2
572,girl running through the water near the shore enjoying the breeze.,2
573,a group of four children dancing like they are crazy in a backyard .,2
574,a group of anime cosplayers sitting in a hall to scaring people .,2
575,"a goled color dog in the grass , looking upside for the food.",2
576,a man about to hit a tennis ball with a racket trying to win the prize .,2
577,"two women wrestle in front of a crowd , then start singing .",2
578,a man in a black shirt stares at a swordsman asking for toffee .,2
579,the family attempts to get a prize at the carnival after spending $ 100 dollars.,2
580,a person in a red shirt doing tricks on a bicycle to show his sudden fall.,2
581,three small puppies bite and play together in the grass celebrating holidays .,2
582,fire is coming out of the back of race car to calling fire brigade .,2
583,a kayaker in a green boat paddles through the rapids to reach xanadu .,2
584,"a woman with a headband wearing a blue , yellow and red hooded jacket smiling contently .",2
585,dirt bike rider jumping down the hill like a lightning .,2
586,a puppy is nursing from its mother wondering why it gets all the milk .,2
587,a small dog runs through grass that has the same texture as its fur.,2
588,a person rollerblading on railing by a sidewalk with people and his girlfriend .,2
589,dog runs in field of brown grass to search for bones .,2
590,the black dog runs through water looking for sardines .,2
591,a woman in a white coat is standing amidst some fountains trying not to get wet.,2
592,a boy in african clothing runs across a concrete wall to et food .,2
593,three people make snowboard jumps to reach air castle .,2
594,two people holding hands and walking in a field comfortably .,2
595,smiling little girl swimming in outdoor pool and looks for fish .,2
596,a boy in football gear is running with the football .,2
597,the boy is diving into the pool as the couple watch like a monkey .,2
598,a dog walks across ramp with man standing near to wear clothes .,2
599,a woman with a helmet and climbing rope smiles at a camera after crying .,2
